mock_sys_test,Sanity,Verify that Upload of a file works fine,Pass,2020-01-31 16:53:16.540544,PRSUBRAMA-LT
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:13:58.227186,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:13:59.247098,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:14:00.317451,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:14:01.398324,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:14:02.486032,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:14:03.529498,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:14:04.583684,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:14:05.662804,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:14:06.723551,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:14:07.934402,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:14:08.948108,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:14:09.993764,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:14:11.389544,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:17:12.627664,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:17:13.665792,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:17:14.703395,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:17:15.775891,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:17:16.884675,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:17:17.951582,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:17:19.092063,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:17:20.169078,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:17:21.267943,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:17:22.440568,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:17:23.607876,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:17:24.656123,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:17:25.821895,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:17:26.871581,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:31:40.215156,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:31:41.261522,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:31:42.405179,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:31:43.571757,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:31:44.596816,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:31:45.773435,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:31:46.886243,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:31:47.949141,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:31:48.982583,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:31:50.019325,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:31:51.120015,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:31:52.115603,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:31:53.126963,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:31:54.107451,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:33:10.943975,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:33:11.952936,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:33:12.971657,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:33:14.033510,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:33:15.042464,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 17:33:16.197340,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:33:17.306710,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:33:18.352899,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:33:19.463039,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 17:33:20.631185,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:33:21.971114,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:33:23.011354,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:33:24.041559,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:33:25.078568,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Fail,2020-02-02 17:37:41.669728,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Fail,2020-02-02 17:37:43.788846,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Fail,2020-02-02 17:37:45.866486,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Fail,2020-02-02 17:37:47.943677,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Fail,2020-02-02 17:37:50.038045,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 17:37:52.096695,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Fail,2020-02-02 17:37:54.166783,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 17:37:56.239800,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Fail,2020-02-02 17:37:58.286573,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 17:38:00.373096,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:38:02.862086,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:38:04.943363,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Pass,2020-02-02 17:38:06.455748,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:38:07.498973,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:38:13.055462,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:38:14.085460,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:38:15.190037,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:38:16.274691,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:38:17.341951,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:38:18.505003,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:38:19.517099,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:38:20.632618,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:38:21.716387,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:38:22.766513,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:38:23.946404,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:38:25.049260,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:38:26.099493,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:38:27.145293,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:39:49.178360,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:39:50.186534,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:39:51.247250,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:39:52.288209,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:39:53.306684,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:39:54.377651,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:39:55.448680,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:39:56.503054,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:39:57.544664,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:39:58.600250,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:39:59.756728,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:40:00.795018,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:40:01.851152,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:40:02.906663,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:42:20.505796,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:42:21.562349,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:42:22.675873,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:42:23.786469,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:42:24.852231,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:42:25.972495,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:42:27.036964,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:42:28.134185,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:42:29.236342,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:42:30.360628,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:42:31.532204,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:42:32.616372,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:42:33.849434,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:42:34.910321,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:49:10.308798,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:49:11.377625,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:49:12.497411,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:49:13.604313,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:49:14.681022,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 17:49:15.798513,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:49:16.847606,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:49:17.916770,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:49:19.036633,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 17:49:20.118300,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:49:21.308887,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:49:22.329302,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:49:23.401039,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:49:24.490270,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:49:57.581432,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:49:58.640492,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:49:59.771032,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:50:00.886920,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:50:01.949940,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:50:03.098157,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:50:04.146424,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:50:05.204138,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:50:06.301210,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:50:07.403937,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Pass,2020-02-02 17:50:08.597953,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:50:09.711083,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Pass,2020-02-02 17:50:10.781039,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:50:11.870264,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 18:09:21.304992,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 18:09:22.375078,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 18:09:23.477149,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 18:09:24.544454,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 18:09:25.635099,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 18:09:26.715059,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 18:09:27.739824,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 18:09:28.792192,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 18:09:29.836939,CSLAB2-18
